show_id,type,title,director,cast,country,date_added,release_year,rating,duration,description,year_added,month_added,genre,ISO
s2617,Movie,görümce,kıvanç baruönü,"eda ece, dilşah demir, gupse özay, buğra gülsoy",Turkey,2020-04-28,2016,TV-MA,104 min,"When his jealous sister plots to wreck his engagement, a young man does everything he can to protect his betrothed from her devious schemes.",2020,April,Comedies,TUR
s2618,Movie,i̇stanbul kırmızısı,ferzan özpetek,"halit ergenç, nejat i̇şler, mehmet günsür, çiğdem selışık onat, tuba büyüküstün, serra yılmaz, zerrin tekindor, ayten gökçer, i̇pek bilgin, ergin bal",Italy,2020-04-28,2017,TV-MA,110 min,"Upon his return to Istanbul, an expat writer-editor finds himself stranded inside a web of tangled relationships after his filmmaker friend vanishes.",2020,April,Dramas,ITA
s2619,Movie,küçük esnaf,bedran güzel,"i̇brahim büyükak, zeynep koçak, gupse özay, cengiz bozkurt",Turkey,2020-04-28,2016,TV-MA,100 min,"As an honest locksmith scrambles to pay his late father's hefty debt to the mafia, he crosses paths with a woman in similar trouble and falls for her.",2020,April,Comedies,TUR
s2620,Movie,lembi 8 giga,ashraf fayeq,"mohamed saad, mai ezz el-din, hassan hosny, youssef fawzy, youssef eid, ahmad mounir, khaled talaat, maged el kedwany, entsar, maysara",Unknown,2020-04-28,2010,TV-MA,111 min,"To upgrade his life, a simple man fakes his credentials as a lawyer when sudden extraordinary abilities give him the talent to thrive.",2020,April,Comedies,Unknown
s2621,Movie,neseli hayat,yılmaz erdoğan,"yılmaz erdoğan, ersin korkut, büşra pekin, erdal tosun, rıza akın, sinan bengier, cezmi baskın, ayberk atilla, fatma murat, metin yıldız",Turkey,2020-04-28,2009,TV-14,108 min,"Burdened by troubles and caught between cultures, Riza takes a job as a mall Santa and finds that real life may not be so different from make-believe.",2020,April,Comedies,TUR
s2622,Movie,organize isler,yılmaz erdoğan,"yılmaz erdoğan, tolga çevik, demet akbağ, altan erkekli, özgü namal, erdal tosun, tuncer salman, öner erkan, ebru akel, başak köklükaya, cem yılmaz",Turkey,2020-04-28,2005,TV-14,104 min,"A gang leader recruits a suicidal Superman impersonator, while a woman driving a hot car linked to the gang plots revenge against them and their hero.",2020,April,Action & Adventure,TUR
s2623,Movie,the reliant,paul munger,"kevin sorbo, mollee gray, eric roberts, brian bosworth, julia denton, blake burt, marisa lynae hampton, josh murray, kiera strauss, tyler sanders",United States,2020-04-28,2019,PG-13,116 min,"When a town suffers an economic collapse, social unrest forces a family to seek refuge in the wilderness as bitter outlaws threaten their survival.",2020,April,Dramas,USA
s2624,Movie,we'll be right back after the break,ahmed nader galal,"karim abdel aziz, dina fouad, mohamed lotfy, ahmed rateb, rasha amin, youssef eid, mostafa abbas, maged el kedwany, sabri abdulmonem, abdalah mishrif",Egypt,2020-04-28,2012,TV-14,106 min,"While fighting a child custody battle against his father-in-law, a taxi driver loses his memory when his son is kidnapped.",2020,April,Action & Adventure,EGY
s2625,Movie,5gang,matei dima,"andrei selaru, dorian popa, julia marcan, ana radu, cosmin nedelcu, diana condurache, andrei gavril, luca bogdan",Romania,2020-04-27,2019,TV-14,96 min,"To keep the band together, Selly tries to earn money by making an appearance at the birthday party of a mobster's daughter — until he gets kidnapped.",2020,April,Comedies,ROU
s2626,Movie,love aaj kal,imtiaz ali,"kartik aaryan, sara ali khan, randeep hooda, arushi sharma, simone singh, monika pawar, amrit arora, siddharth kak",India,2020-04-27,2020,TV-MA,140 min,"When professional ambitions clash with personal feelings for a modern-day couple, a love story from a bygone decade may offer some wisdom.",2020,April,Dramas,IND
s2627,Movie,the lift boy,jonathan augustin,"moin khan, nyla masood, saagar kale, neha bam, aneesha shah, damian alexander d'souza, kaustubh narain, shilpa iyer, nil mani, pallas prajapati",India,2020-04-27,2020,TV-MA,107 min,"When a lazy young man replaces his father as the elevator operator of a posh residential complex, what he sees as menial work soon takes on new meaning.",2020,April,Dramas,IND
s2628,TV Show,"coronavirus, explained",unknown,unknown,United States,2020-04-26,2020,TV-PG,1 Season,"In 2020, the world changed. This topical series examines the coronavirus pandemic, the efforts to combat it and ways to manage its mental health toll.",2020,April,Docuseries,USA
s2629,TV Show,the last kingdom,unknown,"alexander dreymon, emily cox, david dawson, ian hart, rune temte, matthew macfadyen, rutger hauer, tobias santelmann, peter gantzler, adrian bower, joseph millson, henning valin jakobsen, alexandre willaume, thomas w. gabrielsson",United Kingdom,2020-04-26,2020,TV-MA,4 Seasons,"As Alfred the Great defends his kingdom from Norse invaders, Uhtred – born a Saxon but raised by Vikings – seeks to claim his ancestral birthright.",2020,April,British TV Shows,GBR
s2630,Movie,bheeshma,venky kudumula,"nitin reddy, rashmika mandanna, sampath raj, jishu sengupta, anant nag",India,2020-04-25,2020,TV-14,138 min,"Tired of being single, a smart-aleck meme creator has a chance to prove himself to the girl he loves when he is suddenly appointed CEO of her workplace.",2020,April,Action & Adventure,IND
s2631,Movie,bittersweet,khaled marei,"ahmed helmy, lotfy labib, edward, enaam salousa",Egypt,2020-04-25,2010,TV-MA,132 min,"After 20 years abroad, a photographer returns to his birth country of Egypt and gets stranded without identification in a now unfamiliar culture.",2020,April,Comedies,EGY
s2632,TV Show,my secret romance,unknown,"sung hoon, song ji-eun, kim jae-young, jeong da-sol, lee kan-hee, kim jong-goo, park sin-un, jeon so-min",South Korea,2020-04-25,2017,TV-14,1 Season,A nutritionist gets entangled in a series of misunderstandings with her new chaebol boss – who turns out to be someone she slept with in the past.,2020,April,International TV Shows,KOR
s2633,Movie,no direction home: bob dylan,martin scorsese,"bob dylan, joan baez, dave van ronk, peter yarrow, allen ginsberg, pete seeger, maria muldaur, mavis staples, al kooper, tony glover",United Kingdom,2020-04-25,2005,TV-MA,208 min,"Featuring rare concert footage and interviews with legendary musicians, this documentary traces Bob Dylan's life story and extraordinary career.",2020,April,Documentaries,GBR
s2634,Movie,she made me a criminal,amr arafa,"ahmed helmy, ghada adel, hassan hosny, riham abdel ghafour, edward, abdullah moshref, youssef eid, mohamed sharaf",Egypt,2020-04-25,2006,TV-14,105 min,"In order to get her trust fund money from her wealthy but miserly father, a woman enlists a naive young man to help fake her own kidnapping.",2020,April,Comedies,EGY
s2635,Movie,the artist,michel hazanavicius,"jean dujardin, bérénice bejo, john goodman, james cromwell, penelope ann miller, missi pyle, beth grant, ed lauter, joel murray, elizabeth tulloch, ken davitian, malcolm mcdowell",France,2020-04-25,2011,PG-13,101 min,"Winner of five Oscars, this black-and-white silent film follows the romance between a silent-era legend on a downward spiral and a rising starlet.",2020,April,Comedies,FRA
s2636,Movie,the dealer,ahmed saleh,"ahmed el sakka, khaled el nabawy, mai selim, nedal el shafey, boris abramov, selami şahin",Egypt,2020-04-25,2010,TV-14,124 min,"Separated by distance and circumstance, two bitter rivals cross paths when the perils of the drug trade unexpectedly unite them.",2020,April,Action & Adventure,EGY
s2637,Movie,the international player,ahmed medhat,"youssef el sherif, arwa gouda, salah abdullah, mohamed lotfy, dalal abdel aziz, rahmah hasan",Egypt,2020-04-25,2009,TV-14,93 min,"A footballer for a local club aspires to join the big leagues then gets his shot at going pro, fueling his team's rise to victory.",2020,April,Dramas,EGY
s2638,Movie,the promise,mohamed yassin,"asser yassin, ruby, ghassan massoud, bassem samra, ahmed azmy",Egypt,2020-04-25,2008,TV-14,110 min,"When his powerful crime czar boss kills the man he considered a mentor, a young gangster on the rise goes to war in order to get revenge.",2020,April,Dramas,EGY
s2639,Movie,الف مبروك,ahmed nader galal,"ahmed helmy, laila ezz el arab, mahmoud el fishawy, mohamed farraag, sarrah abdelrahman, rahma hassan, amir salah, hany el sabagh",Egypt,2020-04-25,2009,TV-14,115 min,"On his wedding day, an arrogant, greedy accountant experiences a series of calamities that keep replaying as he lives the same day over and over again.",2020,April,Comedies,EGY
s2640,TV Show,دفعة القاهرة,unknown,"bashar al-shatti, fatima al safi, maram balochi, hamad ashkanani, nour alghandour, khaled al-shaer",Unknown,2020-04-25,2019,TV-14,1 Season,"A group of women leaves Kuwait to attend university in Cairo, embarking on personal journeys filled with romance and self-discovery.",2020,April,International TV Shows,Unknown
s2641,TV Show,after life,unknown,"ricky gervais, tom basden, tony way, diane morgan, mandeep dhillon, david bradley, ashley jensen, kerry godliman",United Kingdom,2020-04-24,2020,TV-MA,2 Seasons,"Struggling to come to terms with his wife's death, a writer for a newspaper adopts a gruff new persona in an effort to push away those trying to help.",2020,April,British TV Shows,GBR
s2642,TV Show,dreamworks spooky stories: volume 2,unknown,"seth rogen, will arnett, hugh laurie, will ferrell, david cross, sean bishop, kiefer sutherland, cody cameron, aron warner",Unknown,2020-04-24,2011,TV-PG,1 Season,"The Shrek characters parody the music video ""Thriller""; B.O.B. and pals battle zombie carrots; and Megamind faces the effects of the Button of Doom.",2020,April,Kids' TV,Unknown
s2643,Movie,kolaiyuthir kaalam,chakri toleti,"nayanthara, bhoomika chawla, prem kathir, rohini hattangadi, pratap pothen, julian freund",India,2020-04-24,2019,TV-14,107 min,The speech-and-hearing-impaired heiress of a palatial mansion must rely on basic instincts when a masked invader is determined to kill her.,2020,April,International Movies,IND
s2644,TV Show,love 101,unknown,"pınar deniz, kubilay aka, mert yazıcıoğlu, alina boz, selahattin paşalı, i̇pek filiz yazıcı, kaan urgancıoğlu, müfit kayacan, bade i̇şçil, tuba ünsal",Turkey,2020-04-24,2020,TV-MA,1 Season,"While trying to make their teacher fall for a basketball coach, four misfits and a model student find friendship, love and the courage to be themselves.",2020,April,International TV Shows,TUR
s2645,Movie,"yours sincerely, kanan gill",neville shah,kanan gill,India,2020-04-24,2020,TV-MA,72 min,"Revisiting life goals set in a letter written as a teen to his future self, comedian Kanan Gill reports back on if he's lived up to his own expectations.",2020,April,Stand-Up Comedy,IND
s2646,TV Show,ghost in the shell: sac_2045,unknown,"atsuko tanaka, osamu saka, akio otsuka, koichi yamadera, yutaka nakano, toru okawa, takashi onozuka, taro yamaguchi, sakiko tamagawa, megumi han, kenjiro tsuda, kaiji soze, shigeo kiyama",Japan,2020-04-23,2020,TV-14,1 Season,"After a global financial crisis, the world is engulfed in an AI-driven ""sustainable war."" It's up to Section 9 to counter new forms of cyber threats.",2020,April,Anime Series,JPN
s2647,Movie,my stupid boss,upi avianto,"bunga citra lestari, reza rahadian, alex abbad, bront palarae, chew kin wah, atikah suhaime, iskandar zulkarnain, melissa karim, richard oh, ting tan",Indonesia,2020-04-23,2016,TV-G,107 min,"After moving to Kuala Lumpur, Diana lands a secretary job at an ironworks owned by her husband's old college friend, possibly the world's worst boss.",2020,April,Comedies,IDN
s2648,Movie,my stupid boss 2,upi avianto,"reza rahadian, bunga citra lestari, chew kin wah, atikah suhaime, iedil putra, iskandar zulkarnain, alex abbad, melissa karim",Indonesia,2020-04-23,2019,TV-14,95 min,"Having driven away many of his employees, Bossman and three of his long-suffering workers try to find cheap labor in Vietnam but find trouble instead.",2020,April,Comedies,IDN
s2649,TV Show,the house of flowers,unknown,"verónica castro, aislinn derbez, cecilia suárez, dario yazbek bernal, paco león, arturo ríos, juan pablo medina, verónica langer, lucas velázquez",Mexico,2020-04-23,2020,TV-MA,3 Seasons,"In this dark comedy, a wealthy matriarch tries to maintain her family's facade of perfection after her husband's mistress exposes their dirty secrets.",2020,April,International TV Shows,MEX
s2650,Movie,this earth of mankind,hanung bramantyo,"iqbaal ramadhan, mawar de jongh, sha ine febriyanti, giorgino abraham, bryan domani, jerome kurnia, donny damara, ayu laksmi",Indonesia,2020-04-23,2019,TV-14,180 min,A Javanese royal and half-Dutch woman fall in love as Indonesia rises to independence from colonial rule. Based on Pramoedya Ananta Toer's famed novel.,2020,April,Dramas,IDN
s2651,Movie,time to hunt,yoon sung-hyun,"lee je-hoon, ahn jae-hong, choi woo-shik, park jeong-min, park hae-soo",South Korea,2020-04-23,2020,TV-MA,135 min,"Wanting to leave their dystopian world behind for a faraway paradise, three outlaws plot a money heist — and draw the attention of a vicious killer.",2020,April,International Movies,KOR
s2652,TV Show,absurd planet,unknown,afi ekulona,United States,2020-04-22,2020,TV-PG,1 Season,"A cast of quirky critters and Mother Nature herself narrate this funny science series, which peeks into the lives of Earth’s most incredible animals.",2020,April,Docuseries,USA
s2653,Movie,circus of books,rachel mason,unknown,United States,2020-04-22,2020,TV-MA,87 min,"For decades, a nice Jewish couple ran Circus of Books, a porn shop and epicenter for gay LA. Their director daughter documents their life and times.",2020,April,Documentaries,USA
